sellable_item_group_id,product_line_id,row_count,live_read_count,stale_payload_count,seed_active_count,seed_active_expectation_count,identity_active_count,sig_mixed_active_expectation,canonical_selection_gap,canonical_content_ref,fresh_best_content_ref,sync_candidate_count,sample_titles
sig_432896bad0c8b5ad285b5b21,pl_7d5b7fbb330d4ec5838d7eb9,4,4,4,1,1,0,true,true,external_seed:ext_fc8169ca5d14312c187498d7,external_seed:ext_dd3377dea472f26648364a07,4,Big + Plump Peach Collection Bundle
sig_986d8562f273cd7f25571b75,pl_6b05309cdc32ddf282e4024d,1,1,1,0,1,0,false,false,external_seed:ext_fffd8a0b6f800708dbf69758,external_seed:ext_fffd8a0b6f800708dbf69758,1,Hunt for Hydration Full-Size Moisturizer & Eye Crème Duo
sig_af6544a052cd982ae61d8087,pl_f24dd5855df0f9a09f609f6a,1,1,1,0,1,0,false,false,external_seed:ext_0d5bf002df9e9a55b20a418f,external_seed:ext_0d5bf002df9e9a55b20a418f,1,Partners in Peptides Hydrating Duo
sig_6a06c4994e6b3515b0c398b1,pl_a11c266282aafda33bfc4cd1,1,1,1,0,0,0,false,false,external_seed:ext_31f5bbbe614c7d20bb5c7172,external_seed:ext_31f5bbbe614c7d20bb5c7172,1,Glow Even Brighter Banana Bright Makeup Prep Set
sig_8de9a0ed4075cac4075c6008,pl_66217cfdd2ed9da1de4d5ef8,1,1,1,0,1,0,false,false,external_seed:ext_f7c6ceb555d34426941a97e5,external_seed:ext_f7c6ceb555d34426941a97e5,1,Strength Trainer Peptide Boost Moisturizer Duo
sig_7ddfe1fe7a08dde4207d8897,pl_eb3c328c837398d784eeb6af,1,1,1,0,1,0,false,false,external_seed:ext_5e6dc9677d020497590eff4a,external_seed:ext_5e6dc9677d020497590eff4a,1,Moisture Barrier Duo Strength Trainer Moisturizer & Hydrabarrier Face Oil
sig_8bd45ea856d378bf2d18dd97,pl_2f4069b194d380adbfbbfd19,1,1,1,0,1,0,false,false,external_seed:ext_9f28937c48a11dc9ba42ae20,external_seed:ext_9f28937c48a11dc9ba42ae20,1,Morning Glow Bundle Daily Skincare Routine
sig_b845b4d578c28d6c500cbb0e,pl_fc12f1fe58394b84991149d0,1,1,1,0,1,0,false,false,external_seed:ext_151e0b759efb00378fa68116,external_seed:ext_151e0b759efb00378fa68116,1,Plumping Peptide Pair Mini Skincare Duo
sig_efd2d2bfa2a7fd90bf1c7e99,pl_80b585cacf1e45ec7fb792b9,1,1,1,0,1,0,false,false,external_seed:ext_12a9d5449837fc03d2ebc5cb,external_seed:ext_12a9d5449837fc03d2ebc5cb,1,Morning Glow Bundle Daily Skincare Routine-EU
sig_e082e10438e89dbe8f94b89a,pl_637414f2cbfc920b2e1ef76b,1,1,1,1,1,0,false,true,external_seed:ext_842d06e9f8039ddcc784fccb,external_seed:ext_842d06e9f8039ddcc784fccb,1,Detox Drops 2% Salicylic Acid Toner
sig_b3476d366fff4e20762bcb22,pl_19bb3b8a8d5309f152688013,1,1,1,0,1,0,false,false,external_seed:ext_c4e42a45eeec3a28c4c1ebb8,external_seed:ext_c4e42a45eeec3a28c4c1ebb8,1,Deep Clean + Scrub Duo
sig_768aa59b1fc4fe010ed4cc94,pl_b5883319fbca24ecd8c76cb3,1,1,1,0,0,0,false,false,external_seed:ext_e7c55a62fa5f3084a7d4f100,external_seed:ext_e7c55a62fa5f3084a7d4f100,1,Balance+ Bundle
sig_6b1d544bb5b8021e12ab8ef5,pl_ef56623c5a427d07d337b694,1,1,1,0,1,0,false,false,external_seed:ext_4f75797a53c1df2ee5cf47d7,external_seed:ext_4f75797a53c1df2ee5cf47d7,1,Banana Bright Vitamin C Trio
sig_49ab71917ca18c3f54a0298e,pl_91ba3a586ff11e05c683fb5d,1,1,1,0,1,0,false,false,external_seed:ext_8cd1f52b2ac0a4fa9a239494,external_seed:ext_8cd1f52b2ac0a4fa9a239494,1,Best In Class Skincare Bestseller Set
sig_9c5e263baf594842602e07c0,pl_49812ec0317760bffc0ac295,1,1,1,0,1,0,false,false,external_seed:ext_591dec1f099cc36e11b9dbe7,external_seed:ext_591dec1f099cc36e11b9dbe7,1,MUFE Artist Color Pencil Extreme Smudge-Proof Lip Liner
sig_c8f8c2a170a1ae93e3671508,pl_32cc28b0675a03237083441f,1,1,1,0,1,0,false,false,external_seed:ext_52418e4d45b2feff5a179e7c,external_seed:ext_52418e4d45b2feff5a179e7c,1,Best + Brightest Mini Skincare Starter Set
sig_998b75b430695e1547174608,pl_9f7d3b4ee056224bbb415af8,1,1,1,0,1,0,false,false,external_seed:ext_b852fb71297a0c4bd723c049,external_seed:ext_b852fb71297a0c4bd723c049,1,Best of Ole Skincare Essential Set
sig_c27482fb0e195e3e62a57393,pl_2b3c38cd26dab9a72a66cacc,1,1,1,1,1,0,false,true,external_seed:ext_4ea95b9803d90ab1e5cb8393,external_seed:ext_4ea95b9803d90ab1e5cb8393,1,Double Rewind 0.3% Pro-Grade Retinol Serum
sig_cb536bad58a0fbbae94b568e,pl_0ae5750c0b05b1d430c4c293,1,1,1,0,1,0,false,false,external_seed:ext_0cfa56c35dd9a64ef9b6fe0a,external_seed:ext_0cfa56c35dd9a64ef9b6fe0a,1,After-Party Peptides Skin Strengthening Set
sig_36e38f4abb2f7eb1c3e41056,pl_1407ea7b99145ea5153e7552,1,1,1,0,1,1,false,false,external_seed:ext_229f0543d01c417c79b0ddc5,external_seed:ext_229f0543d01c417c79b0ddc5,1,Glow Strong Mini Moisturizer + Eye Cream Duo
sig_ba9113bc48106fe04c58f05b,pl_01bb79ccf5673ea8ccfadbce,1,1,1,0,1,0,false,false,external_seed:ext_04a252d80129bd81d5df3bb3,external_seed:ext_04a252d80129bd81d5df3bb3,1,GFH (Glow from Home) Vitamin C Duo
sig_38e3751c4da838f80ef56345,pl_e2a2862fb2c4ec75cccb91a7,1,1,1,1,1,0,false,true,external_seed:ext_6e74607b60d4a55b8d47623b,external_seed:ext_6e74607b60d4a55b8d47623b,1,Party of 4 Glimmers Edition
sig_eed60c7bea182899d20799f5,pl_9dcd04b1190459b14261f628,1,1,1,0,0,0,false,false,external_seed:ext_0b0480947c4257b036c48d02,external_seed:ext_0b0480947c4257b036c48d02,1,The Glow Cycle Bundle Full-Size Daily Routine
sig_02b6a9d5079d90715a19db48,pl_8b2fa2a14ff7ef05e8cb5a93,1,1,1,0,1,0,false,false,external_seed:ext_bf290abedc8c5bd49e080100,external_seed:ext_bf290abedc8c5bd49e080100,1,Glow2OH Dark Spot Toner Duo
sig_f6d7a40cf0d6e1f4938ff7b4,pl_31ef89995c7bc082999d723d,1,1,1,0,1,0,false,false,external_seed:ext_599e54c521c4a42c0dbad8d4,external_seed:ext_599e54c521c4a42c0dbad8d4,1,Barrier Bright  Morning Trio
sig_fc8c25eff27900b1fb3c170b,pl_5516e2bd3d783f231d47430d,1,1,1,0,1,0,false,false,external_seed:ext_5e536ca3758e4c3549cf518f,external_seed:ext_5e536ca3758e4c3549cf518f,1,Banana Bright+ Bundle Instant Glow Moisturizer & Eye Crème
sig_b11963e7f146349421f3e025,pl_f134fc7a581d39bdaeed89bf,1,1,1,1,1,0,false,true,external_seed:ext_95cfbc51e01dd74b82df6e39,external_seed:ext_95cfbc51e01dd74b82df6e39,1,Balance+ Bundle
sig_cd2972fa7ada36478559e750,pl_16585e360fc500fd8a28f386,1,1,1,0,1,0,false,false,external_seed:ext_aea0be48bb20adf3ea960742,external_seed:ext_aea0be48bb20adf3ea960742,1,Strawberry Skincare Set Smoothing Scrub + Pout Preserve Glimmer Duo
sig_87603722f7f71efe42911ebd,pl_d36858a0d201678b95869e0c,1,1,1,0,1,0,false,false,external_seed:ext_99fa171e954291717eaee641,external_seed:ext_99fa171e954291717eaee641,1,Renew + Strengthen Nighttime Skincare Routine
sig_85a08cb434b9709447b00c57,pl_fe1f99166b0b182f6413d882,1,1,1,0,0,0,false,false,external_seed:ext_0fc6190f5695d261fa3e1883,external_seed:ext_0fc6190f5695d261fa3e1883,1,Party Of 4 Pout Preserve Lip Set
sig_c22649a970fcc8bc7b9b907d,pl_2d1a0890a5f29a75e2ae0695,1,1,1,1,1,0,false,true,external_seed:ext_19bf66093385858dcb0d6956,external_seed:ext_19bf66093385858dcb0d6956,1,Detox Drops 2% Salicylic Acid Toner
sig_28a7af30de8846969663a045,pl_68bfbf3eeaec315d461d4c9f,1,1,1,1,1,0,false,true,external_seed:ext_df461e9f2856b689eb1914a8,external_seed:ext_df461e9f2856b689eb1914a8,1,Pout Preserve Sugar Melt Lip Scrub
sig_ba3f19a30b8d9629dd1b2c1b,pl_9e0c7eb1d39b61da320bc7ce,1,1,1,0,0,0,false,false,external_seed:ext_5ee1a11f6b1f780816beb545,external_seed:ext_5ee1a11f6b1f780816beb545,1,Pout Preserve Petites Mini Lip Trio
sig_f02cf4b19da7692052273afc,pl_48b30a57bf997c257324e05f,1,1,1,0,1,0,false,false,external_seed:ext_15dc879fbef3a9aa6d5dbd99,external_seed:ext_15dc879fbef3a9aa6d5dbd99,1,Truth Serum Duo
sig_b7e5ca80dcc491bbbb2f19ea,pl_4247c52f7c05b46aecb17bd3,1,1,1,1,1,0,false,true,external_seed:ext_27ecddfd70b28613b9cdd8a7,external_seed:ext_27ecddfd70b28613b9cdd8a7,1,Pore-Balance Facial Sauna Scrub
