run_id,photo_hash,market,lang,mode,mode_requested,request_id,trace_id,used_photos,analysis_source,quality_grade,has_photo_modules_card,regions_count,regions_bbox_count,regions_polygon_count,regions_heatmap_count,modules_count,issues_top,actions_count,products_count,evidence_grade_distribution,citations_count_distribution,claims_template_fallback_count,claims_violation_detected,claims_audit_known,product_suppression_reasons,status_code,request_ok,error_kind,error_detail,stage,fallback_note,duration_ms,upload_status_code,confirm_status_code,sanitize_applied,original_width,original_height,processed_width,processed_height,processed_bytes
internal_batch_20260210_0318,634f1c621c27c62de4946536408875284b5c4608f693f972899552b03cd032ad,EU,en,confirm,confirm,c63b34f9-9183-47a1-9fde-a021e2a4d7bb,07b1e07d-0447-4c2b-8925-941358453400,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.116,""confidence_0_1"":0.033},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":1.111,""confidence_0_1"":0.033},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.069,""confidence_0_1"":0.033},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":0.879,""confidence_0_1"":0.033},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.655,""confidence_0_1"":0.142},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.654,""confidence_0_1"":0.142},{""module_id"":""nose"",""issue_type"":""tone"",""severity_0_4"":0.585,""confidence_0_1"":0.142},{""module_id"":""right_cheek"",""issue_type"":""tone"",""severity_0_4"":0.53,""confidence_0_1"":0.142}]",66,0,"{""C"":66}","{""0"":66}",66,false,true,[],200,true,,http_200,analysis,,6507,200,200,true,1353,1714,1353,1714,309930
internal_batch_20260210_0318,6792a46598a6002dd8d2fb7d5f29297ac6b54236789855858e4ac487dd2d642a,EU,en,confirm,confirm,78318809-6d81-4f97-8ece-0b70dee33c9e,742f4fe4-b322-4dbd-b53d-10d3df1c0493,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":2.966,""confidence_0_1"":0.039},{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":2.959,""confidence_0_1"":0.039},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":2.957,""confidence_0_1"":0.039},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":2.542,""confidence_0_1"":0.039},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":1.952,""confidence_0_1"":0.039},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":1.356,""confidence_0_1"":0.039},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.748,""confidence_0_1"":0.139},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.644,""confidence_0_1"":0.139}]",69,0,"{""C"":69}","{""0"":69}",69,false,true,[],200,true,,http_200,analysis,,6149,200,200,true,1271,1739,1271,1739,539699
internal_batch_20260210_0318,84d7012922e20af6c7d5a88fa369e992a1fad76422134944f23d2b5d40cc8e15,EU,en,confirm,confirm,77089707-6fbb-44e6-885e-7cc7920df043,e852f2b5-ebb0-4780-ae5b-2ef74d35f2a3,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.151,""confidence_0_1"":0.008},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":1.122,""confidence_0_1"":0.008},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.003,""confidence_0_1"":0.008},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":0.9,""confidence_0_1"":0.008},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":0.62,""confidence_0_1"":0.008},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":0.612,""confidence_0_1"":0.008},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.609,""confidence_0_1"":0.122},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.553,""confidence_0_1"":0.122}]",66,0,"{""C"":66}","{""0"":66}",66,false,true,[],200,true,,http_200,analysis,,5098,200,200,true,1440,1920,1440,1920,627748
internal_batch_20260210_0318,09c83cd129a62868d762bd00e4dac3dd7c0e8c9879d2cf111dcc9bc98ab3dca0,EU,en,confirm,confirm,5c0a6f96-f579-4954-9c35-5278e99b06ec,fa00b79c-94be-4efe-9f4b-db31e4c778c8,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":1.169,""confidence_0_1"":0.026},{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.147,""confidence_0_1"":0.026},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.124,""confidence_0_1"":0.026},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":1.112,""confidence_0_1"":0.026},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":0.852,""confidence_0_1"":0.026},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":0.852,""confidence_0_1"":0.026},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.681,""confidence_0_1"":0.139},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.681,""confidence_0_1"":0.139}]",66,0,"{""C"":66}","{""0"":66}",66,false,true,[],200,true,,http_200,analysis,,5429,200,200,true,1440,1920,1440,1920,426163
internal_batch_20260210_0318,f85899298601171f4bc9a6cdc5ae81450146e3cd49ac0117408c721e3328bf2d,EU,en,confirm,confirm,653bce73-7347-4d8a-be1e-78504ca4dad5,b8ef1d1b-3ac5-4b14-86b4-f00d2b1205f8,true,vision_gemini,pass,true,8,4,0,4,7,"[{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":2.858,""confidence_0_1"":0.437},{""module_id"":""chin"",""issue_type"":""tone"",""severity_0_4"":1.18,""confidence_0_1"":0.192},{""module_id"":""left_cheek"",""issue_type"":""tone"",""severity_0_4"":0.492,""confidence_0_1"":0.192},{""module_id"":""right_cheek"",""issue_type"":""tone"",""severity_0_4"":0.492,""confidence_0_1"":0.192},{""module_id"":""nose"",""issue_type"":""tone"",""severity_0_4"":0.492,""confidence_0_1"":0.192},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":0.308,""confidence_0_1"":0.437},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":0.308,""confidence_0_1"":0.437},{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":0.308,""confidence_0_1"":0.437}]",30,0,"{""C"":30}","{""0"":30}",30,false,true,[],200,true,,http_200,analysis,,4467,200,200,true,1440,1920,1440,1920,571173
internal_batch_20260210_0318,c67a7abf4924b11d21abf0a3ab164708103eae10b32f7dac188548badc91178b,EU,en,confirm,confirm,a803b580-bdc4-4f7f-9e56-2d4981b66dd8,c23f681a-a65e-4e00-951b-4b71112360ad,true,vision_gemini,fail,false,0,0,0,0,0,[],0,0,,,unknown,unknown,false,[],200,true,NO_CARD,http_200,analysis,,4245,200,200,true,1440,1920,1440,1920,492305
internal_batch_20260210_0318,d3dda0bef8b00ee30558d68672f8095a1e447c7013706862c85350ff9904d5c6,EU,en,confirm,confirm,564837ef-9f72-4320-b897-2770496d77e5,276f0cd4-3a61-45c8-9909-7a35e0949d1c,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.747,""confidence_0_1"":0.027},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.663,""confidence_0_1"":0.027},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":1.418,""confidence_0_1"":0.027},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":0.756,""confidence_0_1"":0.027},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":0.74,""confidence_0_1"":0.027},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":0.696,""confidence_0_1"":0.027},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.595,""confidence_0_1"":0.139},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.554,""confidence_0_1"":0.139}]",66,0,"{""C"":66}","{""0"":66}",66,false,true,[],200,true,,http_200,analysis,,4535,200,200,true,1440,1920,1440,1920,368028
internal_batch_20260210_0318,ce827fe9d9c4a8dcea7473cf999493dfb829afa46234f4b2ab38433cef475221,EU,en,confirm,confirm,b2353712-4237-4b1e-8b6b-2736dbb398b7,89565d2c-b27e-4095-b6dc-3c67046760ff,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":0.901,""confidence_0_1"":0.01},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":0.873,""confidence_0_1"":0.01},{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":0.854,""confidence_0_1"":0.01},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":0.694,""confidence_0_1"":0.01},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.68,""confidence_0_1"":0.122},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.68,""confidence_0_1"":0.122},{""module_id"":""nose"",""issue_type"":""tone"",""severity_0_4"":0.621,""confidence_0_1"":0.122},{""module_id"":""chin"",""issue_type"":""tone"",""severity_0_4"":0.534,""confidence_0_1"":0.122}]",72,0,"{""C"":72}","{""0"":72}",72,false,true,[],200,true,,http_200,analysis,,4451,200,200,true,1440,1920,1440,1920,543569
internal_batch_20260210_0318,68bd0434950924bb6df7fbc7756925cdc6feffac574348a67a34930b4fb4fc54,EU,en,confirm,confirm,b10307d5-19ea-45d1-b577-7883b3f14b2c,2b649cf1-9749-4638-9131-f9623a063a30,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.186,""confidence_0_1"":0.029},{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.152,""confidence_0_1"":0.029},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":1.152,""confidence_0_1"":0.029},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":0.92,""confidence_0_1"":0.029},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":0.92,""confidence_0_1"":0.029},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":0.899,""confidence_0_1"":0.029},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.682,""confidence_0_1"":0.139},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.682,""confidence_0_1"":0.139}]",69,0,"{""C"":69}","{""0"":69}",69,false,true,[],200,true,,http_200,analysis,,4490,200,200,true,1440,1920,1440,1920,393374
internal_batch_20260210_0318,70e32e6ec3578d52f1229383b74b79978b1f4c20f98eba4969b34b2d608ac6e7,EU,en,confirm,confirm,3581e27a-6e1e-4a71-bfd6-9f565d90d281,aa6065e5-6a1c-4c5f-b6d4-e69459835b3a,true,vision_gemini,degraded,true,8,4,0,4,7,"[{""module_id"":""left_cheek"",""issue_type"":""texture"",""severity_0_4"":1.806,""confidence_0_1"":0.03},{""module_id"":""nose"",""issue_type"":""texture"",""severity_0_4"":1.75,""confidence_0_1"":0.03},{""module_id"":""chin"",""issue_type"":""texture"",""severity_0_4"":1.74,""confidence_0_1"":0.03},{""module_id"":""right_cheek"",""issue_type"":""texture"",""severity_0_4"":1.604,""confidence_0_1"":0.03},{""module_id"":""under_eye_left"",""issue_type"":""texture"",""severity_0_4"":1.092,""confidence_0_1"":0.03},{""module_id"":""under_eye_right"",""issue_type"":""texture"",""severity_0_4"":0.812,""confidence_0_1"":0.03},{""module_id"":""under_eye_right"",""issue_type"":""tone"",""severity_0_4"":0.663,""confidence_0_1"":0.139},{""module_id"":""under_eye_left"",""issue_type"":""tone"",""severity_0_4"":0.659,""confidence_0_1"":0.139}]",69,0,"{""C"":69}","{""0"":69}",69,false,true,[],200,true,,http_200,analysis,,5275,200,200,true,1440,1918,1440,1918,360676
